experiment,size,mode,policy,length,templatesRequiringLength,minSlots,maxSlots,medianSlots,minCandidates,maxCandidates
"arc6000","7","ar_to_en","approved-only","6","3","1","1","1","239","239"
"arc6000","9","ar_to_en","compatibility","3","72","8","24","17.5","630","630"
"arc6000","9","ar_to_en","compatibility","4","58","1","8","4","888","888"
"arc6000","9","ar_to_en","compatibility","5","65","1","7","3","887","887"
"arc6000","9","ar_to_en","compatibility","7","26","1","4","1","887","887"
"arc6000","9","ar_to_en","compatibility","9","72","4","8","4","887","887"
"arc6000","9","ar_to_en","compatibility","8","6","1","1","1","887","887"
"arc6000","11","ar_to_en","compatibility","3","72","12","36","20","630","630"
"arc6000","11","ar_to_en","compatibility","4","69","2","18","8","666","666"
"arc6000","11","ar_to_en","compatibility","5","64","1","10","4","666","666"
"arc6000","11","ar_to_en","compatibility","6","65","1","10","4","666","666"
"arc6000","11","ar_to_en","compatibility","9","6","1","2","2","665","665"
"arc6000","11","ar_to_en","compatibility","11","72","4","6","4","665","665"
"arc6000","11","ar_to_en","compatibility","7","35","1","4","2","665","665"
"arc6000","11","ar_to_en","compatibility","10","2","1","2","1.5","665","665"
"arc6000","11","ar_to_en","compatibility","8","4","1","2","1","665","665"
"arc6000","11","ar_to_en","approved-only","3","72","13","30","19.5","120","120"
"arc6000","11","ar_to_en","approved-only","4","72","1","20","7","269","269"
"arc6000","11","ar_to_en","approved-only","5","64","1","12","4","266","266"
"arc6000","11","ar_to_en","approved-only","6","64","1","9","4","239","239"
"arc6000","11","ar_to_en","approved-only","7","45","1","5","2","219","219"
"arc6000","11","ar_to_en","approved-only","11","72","4","6","4","28","28"
"arc6000","11","ar_to_en","approved-only","10","2","2","2","2","54","54"
"arc6000","11","ar_to_en","approved-only","9","6","1","2","2","78","78"
"arc6000","13","ar_to_en","compatibility","3","72","16","46","28","599","599"
"arc6000","13","ar_to_en","compatibility","4","71","2","24","10","600","600"
"arc6000","13","ar_to_en","compatibility","5","69","2","15","6","600","600"
"arc6000","13","ar_to_en","compatibility","6","65","1","10","4","600","600"
"arc6000","13","ar_to_en","compatibility","7","49","1","6","2","600","600"
"arc6000","13","ar_to_en","compatibility","13","72","4","6","4","192","192"
"arc6000","13","ar_to_en","compatibility","9","20","1","3","1","600","600"
"arc6000","13","ar_to_en","compatibility","8","35","1","4","2","600","600"
"arc6000","13","ar_to_en","compatibility","11","6","1","2","1.5","599","599"
"arc6000","13","ar_to_en","compatibility","12","1","1","1","1","363","363"
"arc6000","13","ar_to_en","approved-only","3","72","16","46","30","120","120"
"arc6000","13","ar_to_en","approved-only","4","70","2","24","8","269","269"
"arc6000","13","ar_to_en","approved-only","5","70","1","16","6.5","266","266"
"arc6000","13","ar_to_en","approved-only","6","60","1","12","4.5","239","239"
"arc6000","13","ar_to_en","approved-only","7","47","1","5","2","219","219"
"arc6000","13","ar_to_en","approved-only","13","72","4","6","4","8","8"
"arc6000","13","ar_to_en","approved-only","8","36","1","4","1","167","167"
"arc6000","13","ar_to_en","approved-only","9","20","1","4","1","78","78"
"arc6000","13","en_to_ar","compatibility","2","18","24","54","44","228","228"
"arc6000","13","en_to_ar","compatibility","3","18","9","30","15","676","676"
"arc6000","13","en_to_ar","compatibility","4","18","4","16","10","677","677"
"arc6000","13","en_to_ar","compatibility","8","12","1","4","2","676","676"
"arc6000","13","en_to_ar","compatibility","13","5","1","3","1","103","103"
"arc6000","13","en_to_ar","compatibility","5","16","2","8","5","677","677"
"arc6000","13","en_to_ar","compatibility","6","11","2","8","3","677","677"
"arc6000","13","en_to_ar","compatibility","7","12","1","4","2","676","676"
"arc6000","13","en_to_ar","compatibility","9","5","1","2","1","676","676"
"arc6000","13","en_to_ar","compatibility","10","4","1","2","1.5","490","490"
"arc6000","13","en_to_ar","compatibility","12","1","1","1","1","175","175"
"arc6000","13","en_to_ar","approved-only","2","18","30","56","42","50","50"
"arc6000","13","en_to_ar","approved-only","3","18","12","31","15.5","367","367"
"arc6000","13","en_to_ar","approved-only","4","18","2","20","9","731","731"
"arc6000","13","en_to_ar","approved-only","5","17","2","10","5","870","870"
"arc6000","13","en_to_ar","approved-only","7","13","1","4","2","502","502"
"arc6000","13","en_to_ar","approved-only","8","10","1","3","1.5","180","180"
"arc6000","13","en_to_ar","approved-only","6","15","1","5","2","631","631"
"arc6000","13","en_to_ar","approved-only","9","6","1","3","1","94","94"
"arc6000","13","en_to_ar","approved-only","10","3","1","2","1","24","24"
"arc6000","13","en_to_ar","approved-only","13","7","1","2","1","2","2"
"arc6000","11","ar_to_en","approved-only","8","4","1","2","1","167","167"
"arc6000","13","ar_to_en","compatibility","10","1","2","2","2","600","600"
"arc6000","13","ar_to_en","approved-only","12","2","1","2","1.5","14","14"
"arc6000","13","ar_to_en","approved-only","10","3","1","2","2","54","54"
"arc6000","13","ar_to_en","approved-only","11","1","1","1","1","28","28"
"arc6000","13","en_to_ar","approved-only","12","1","1","1","1","13","13"
"pool8000","7","ar_to_en","approved-only","3","72","4","18","8","120","120"
"pool8000","7","ar_to_en","approved-only","7","72","4","6","4","219","219"
"pool8000","7","ar_to_en","approved-only","5","44","1","6","4","266","266"
"pool8000","7","ar_to_en","approved-only","4","25","2","4","4","269","269"
"pool8000","7","ar_to_en","approved-only","6","3","1","1","1","239","239"
"pool8000","9","ar_to_en","compatibility","3","72","4","24","20","630","630"
"pool8000","9","ar_to_en","compatibility","4","56","1","8","4","1221","1221"
"pool8000","9","ar_to_en","compatibility","5","64","1","12","3","1221","1221"
"pool8000","9","ar_to_en","compatibility","7","26","1","4","1","1220","1220"
"pool8000","9","ar_to_en","compatibility","9","72","4","6","4","1220","1220"
"pool8000","9","ar_to_en","compatibility","8","5","1","2","1","1220","1220"
"pool8000","11","ar_to_en","compatibility","3","72","12","36","18.5","630","630"
"pool8000","11","ar_to_en","compatibility","4","71","1","18","7","950","950"
"pool8000","11","ar_to_en","compatibility","5","62","1","11","4","950","950"
"pool8000","11","ar_to_en","compatibility","6","60","1","8","4","949","949"
"pool8000","11","ar_to_en","compatibility","7","36","1","4","2","949","949"
"pool8000","11","ar_to_en","compatibility","11","72","4","6","4","678","678"
"pool8000","11","ar_to_en","compatibility","9","16","1","4","1.5","949","949"
"pool8000","11","ar_to_en","compatibility","8","4","1","2","1","949","949"
"pool8000","11","ar_to_en","approved-only","3","72","13","30","19.5","120","120"
"pool8000","11","ar_to_en","approved-only","4","72","1","20","7","269","269"
"pool8000","11","ar_to_en","approved-only","5","64","1","12","4","266","266"
"pool8000","11","ar_to_en","approved-only","6","64","1","9","4","239","239"
"pool8000","11","ar_to_en","approved-only","7","45","1","5","2","219","219"
"pool8000","11","ar_to_en","approved-only","11","72","4","6","4","28","28"
"pool8000","11","ar_to_en","approved-only","10","2","2","2","2","54","54"
"pool8000","11","ar_to_en","approved-only","9","6","1","2","2","78","78"
"pool8000","13","ar_to_en","compatibility","3","72","18","47","28","630","630"
"pool8000","13","ar_to_en","compatibility","4","72","2","18","8","870","870"
"pool8000","13","ar_to_en","compatibility","5","68","1","12","6.5","870","870"
"pool8000","13","ar_to_en","compatibility","6","67","1","16","6","870","870"
"pool8000","13","ar_to_en","compatibility","7","47","1","6","3","870","870"
"pool8000","13","ar_to_en","compatibility","13","72","4","6","4","192","192"
"pool8000","13","ar_to_en","compatibility","9","29","1","4","1","870","870"
"pool8000","13","ar_to_en","compatibility","8","31","1","4","2","870","870"
"pool8000","13","ar_to_en","compatibility","10","2","1","2","1.5","870","870"
"pool8000","13","ar_to_en","compatibility","11","5","1","2","1","678","678"
"pool8000","13","ar_to_en","approved-only","3","72","16","46","30","120","120"
"pool8000","13","ar_to_en","approved-only","4","70","2","24","8","269","269"
"pool8000","13","ar_to_en","approved-only","5","70","1","16","6.5","266","266"
"pool8000","13","ar_to_en","approved-only","6","60","1","12","4.5","239","239"
"pool8000","13","ar_to_en","approved-only","7","47","1","5","2","219","219"
"pool8000","13","ar_to_en","approved-only","13","72","4","6","4","8","8"
"pool8000","13","ar_to_en","approved-only","8","36","1","4","1","167","167"
"pool8000","13","ar_to_en","approved-only","9","20","1","4","1","78","78"
"pool8000","13","en_to_ar","compatibility","2","18","28","62","41.5","228","228"
"pool8000","13","en_to_ar","compatibility","3","18","8","28","15.5","962","962"
"pool8000","13","en_to_ar","compatibility","4","18","2","17","8.5","963","963"
"pool8000","13","en_to_ar","compatibility","5","18","1","8","4","962","962"
"pool8000","13","en_to_ar","compatibility","8","9","1","2","2","962","962"
"pool8000","13","en_to_ar","compatibility","13","5","1","2","1","103","103"
"pool8000","13","en_to_ar","compatibility","7","13","1","3","2","962","962"
"pool8000","13","en_to_ar","compatibility","10","2","2","2","2","490","490"
"pool8000","13","en_to_ar","compatibility","6","10","1","4","2.5","962","962"
"pool8000","13","en_to_ar","compatibility","9","12","1","4","1","962","962"
"pool8000","13","en_to_ar","compatibility","11","2","1","2","1.5","269","269"
"pool8000","13","en_to_ar","approved-only","2","18","30","56","42","50","50"
"pool8000","13","en_to_ar","approved-only","3","18","12","31","15.5","367","367"
"pool8000","13","en_to_ar","approved-only","4","18","2","20","9","731","731"
"pool8000","13","en_to_ar","approved-only","5","17","2","10","5","870","870"
"pool8000","13","en_to_ar","approved-only","7","13","1","4","2","502","502"
"pool8000","13","en_to_ar","approved-only","8","10","1","3","1.5","180","180"
"pool8000","13","en_to_ar","approved-only","6","15","1","5","2","631","631"
"pool8000","13","en_to_ar","approved-only","9","6","1","3","1","94","94"
"pool8000","13","en_to_ar","approved-only","10","3","1","2","1","24","24"
"pool8000","13","en_to_ar","approved-only","13","7","1","2","1","2","2"
"pool8000","11","ar_to_en","compatibility","10","1","1","1","1","949","949"
"pool8000","11","ar_to_en","approved-only","8","4","1","2","1","167","167"
"pool8000","13","ar_to_en","approved-only","12","2","1","2","1.5","14","14"
"pool8000","13","ar_to_en","approved-only","10","3","1","2","2","54","54"
"pool8000","13","en_to_ar","compatibility","12","1","1","1","1","175","175"
"pool8000","13","ar_to_en","approved-only","11","1","1","1","1","28","28"
"pool8000","13","en_to_ar","approved-only","12","1","1","1","1","13","13"
"pool6000-fixedTemplates","7","ar_to_en","approved-only","3","72","4","18","8","120","120"
"pool6000-fixedTemplates","7","ar_to_en","approved-only","7","72","4","6","4","219","219"
"pool6000-fixedTemplates","7","ar_to_en","approved-only","5","44","1","6","4","266","266"
"pool6000-fixedTemplates","7","ar_to_en","approved-only","4","25","2","4","4","269","269"
"pool6000-fixedTemplates","7","ar_to_en","approved-only","6","3","1","1","1","239","239"
"pool6000-fixedTemplates","9","ar_to_en","compatibility","3","72","8","24","18.5","630","630"
"pool6000-fixedTemplates","9","ar_to_en","compatibility","4","58","1","8","4","888","888"
"pool6000-fixedTemplates","9","ar_to_en","compatibility","5","69","1","7","3","887","887"
"pool6000-fixedTemplates","9","ar_to_en","compatibility","7","21","1","4","2","887","887"
"pool6000-fixedTemplates","9","ar_to_en","compatibility","9","72","4","7","4","887","887"
"pool6000-fixedTemplates","9","ar_to_en","compatibility","8","9","1","2","1","887","887"
"pool6000-fixedTemplates","11","ar_to_en","compatibility","3","72","13","36","19","630","630"
"pool6000-fixedTemplates","11","ar_to_en","compatibility","4","71","2","18","8","666","666"
"pool6000-fixedTemplates","11","ar_to_en","compatibility","5","60","1","14","5","666","666"
"pool6000-fixedTemplates","11","ar_to_en","compatibility","7","42","1","5","1","665","665"
"pool6000-fixedTemplates","11","ar_to_en","compatibility","11","72","4","6","4","665","665"
"pool6000-fixedTemplates","11","ar_to_en","compatibility","6","56","1","8","4","666","666"
"pool6000-fixedTemplates","11","ar_to_en","compatibility","9","11","1","2","1","665","665"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","3","72","13","30","19.5","120","120"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","4","72","1","20","7","269","269"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","5","64","1","12","4","266","266"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","6","64","1","9","4","239","239"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","7","45","1","5","2","219","219"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","11","72","4","6","4","28","28"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","10","2","2","2","2","54","54"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","9","6","1","2","2","78","78"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","3","72","18","47","29","599","599"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","4","72","2","24","9.5","600","600"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","5","68","1","14","6","600","600"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","6","66","1","10","4","600","600"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","7","55","1","6","2","600","600"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","13","72","4","5","4","192","192"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","9","21","1","2","1","600","600"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","8","29","1","6","2","600","600"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","10","2","1","1","1","600","600"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","12","3","1","1","1","363","363"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","3","72","16","46","30","120","120"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","4","70","2","24","8","269","269"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","5","70","1","16","6.5","266","266"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","6","60","1","12","4.5","239","239"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","7","47","1","5","2","219","219"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","13","72","4","6","4","8","8"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","8","36","1","4","1","167","167"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","9","20","1","4","1","78","78"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","2","18","26","52","42","228","228"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","3","18","10","32","15.5","676","676"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","4","18","4","15","9.5","677","677"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","5","18","2","9","5","677","677"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","6","15","1","4","2","677","677"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","9","6","1","2","1.5","676","676"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","10","6","1","4","1","490","490"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","13","7","1","3","1","103","103"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","7","12","1","3","1","676","676"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","8","8","1","4","1","676","676"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","11","2","1","1","1","269","269"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","2","18","26","52","42","50","50"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","3","18","10","32","15.5","367","367"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","4","18","4","15","9.5","731","731"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","5","18","2","9","5","870","870"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","6","15","1","4","2","631","631"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","9","6","1","2","1.5","94","94"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","10","6","1","4","1","24","24"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","13","7","1","3","1","2","2"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","7","12","1","3","1","502","502"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","8","8","1","4","1","180","180"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","11","2","1","1","1","16","16"
"pool6000-fixedTemplates","9","ar_to_en","compatibility","6","1","1","1","1","887","887"
"pool6000-fixedTemplates","11","ar_to_en","approved-only","8","4","1","2","1","167","167"
"pool6000-fixedTemplates","13","ar_to_en","compatibility","11","2","2","2","2","599","599"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","12","2","1","2","1.5","14","14"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","10","3","1","2","2","54","54"
"pool6000-fixedTemplates","13","en_to_ar","compatibility","12","2","1","2","1.5","175","175"
"pool6000-fixedTemplates","13","en_to_ar","approved-only","12","2","1","2","1.5","13","13"
"pool6000-fixedTemplates","13","ar_to_en","approved-only","11","1","1","1","1","28","28"
"arc6000-fixedTemplates","7","ar_to_en","approved-only","3","72","4","18","8","120","120"
"arc6000-fixedTemplates","7","ar_to_en","approved-only","7","72","4","6","4","219","219"
"arc6000-fixedTemplates","7","ar_to_en","approved-only","5","44","1","6","4","266","266"
"arc6000-fixedTemplates","7","ar_to_en","approved-only","4","25","2","4","4","269","269"
"arc6000-fixedTemplates","7","ar_to_en","approved-only","6","3","1","1","1","239","239"
"arc6000-fixedTemplates","9","ar_to_en","compatibility","3","72","8","24","18.5","630","630"
"arc6000-fixedTemplates","9","ar_to_en","compatibility","4","58","1","8","4","888","888"
"arc6000-fixedTemplates","9","ar_to_en","compatibility","5","69","1","7","3","887","887"
"arc6000-fixedTemplates","9","ar_to_en","compatibility","7","21","1","4","2","887","887"
"arc6000-fixedTemplates","9","ar_to_en","compatibility","9","72","4","7","4","887","887"
"arc6000-fixedTemplates","9","ar_to_en","compatibility","8","9","1","2","1","887","887"
"arc6000-fixedTemplates","11","ar_to_en","compatibility","3","72","13","36","19","630","630"
"arc6000-fixedTemplates","11","ar_to_en","compatibility","4","71","2","18","8","666","666"
"arc6000-fixedTemplates","11","ar_to_en","compatibility","5","60","1","14","5","666","666"
"arc6000-fixedTemplates","11","ar_to_en","compatibility","7","42","1","5","1","665","665"
"arc6000-fixedTemplates","11","ar_to_en","compatibility","11","72","4","6","4","665","665"
"arc6000-fixedTemplates","11","ar_to_en","compatibility","6","56","1","8","4","666","666"
"arc6000-fixedTemplates","11","ar_to_en","compatibility","9","11","1","2","1","665","665"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","3","72","13","30","19.5","120","120"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","4","72","1","20","7","269","269"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","5","64","1","12","4","266","266"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","6","64","1","9","4","239","239"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","7","45","1","5","2","219","219"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","11","72","4","6","4","28","28"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","10","2","2","2","2","54","54"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","9","6","1","2","2","78","78"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","3","72","18","47","29","599","599"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","4","72","2","24","9.5","600","600"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","5","68","1","14","6","600","600"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","6","66","1","10","4","600","600"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","7","55","1","6","2","600","600"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","13","72","4","5","4","192","192"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","9","21","1","2","1","600","600"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","8","29","1","6","2","600","600"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","10","2","1","1","1","600","600"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","12","3","1","1","1","363","363"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","3","72","16","46","30","120","120"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","4","70","2","24","8","269","269"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","5","70","1","16","6.5","266","266"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","6","60","1","12","4.5","239","239"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","7","47","1","5","2","219","219"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","13","72","4","6","4","8","8"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","8","36","1","4","1","167","167"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","9","20","1","4","1","78","78"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","2","18","26","52","42","228","228"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","3","18","10","32","15.5","676","676"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","4","18","4","15","9.5","677","677"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","5","18","2","9","5","677","677"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","6","15","1","4","2","677","677"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","9","6","1","2","1.5","676","676"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","10","6","1","4","1","490","490"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","13","7","1","3","1","103","103"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","7","12","1","3","1","676","676"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","8","8","1","4","1","676","676"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","11","2","1","1","1","269","269"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","2","18","26","52","42","50","50"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","3","18","10","32","15.5","367","367"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","4","18","4","15","9.5","731","731"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","5","18","2","9","5","870","870"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","6","15","1","4","2","631","631"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","9","6","1","2","1.5","94","94"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","10","6","1","4","1","24","24"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","13","7","1","3","1","2","2"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","7","12","1","3","1","502","502"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","8","8","1","4","1","180","180"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","11","2","1","1","1","16","16"
"arc6000-fixedTemplates","9","ar_to_en","compatibility","6","1","1","1","1","887","887"
"arc6000-fixedTemplates","11","ar_to_en","approved-only","8","4","1","2","1","167","167"
"arc6000-fixedTemplates","13","ar_to_en","compatibility","11","2","2","2","2","599","599"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","12","2","1","2","1.5","14","14"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","10","3","1","2","2","54","54"
"arc6000-fixedTemplates","13","en_to_ar","compatibility","12","2","1","2","1.5","175","175"
"arc6000-fixedTemplates","13","en_to_ar","approved-only","12","2","1","2","1.5","13","13"
"arc6000-fixedTemplates","13","ar_to_en","approved-only","11","1","1","1","1","28","28"
"poolShort-fixedTemplates","7","ar_to_en","approved-only","3","72","4","18","8","120","120"
"poolShort-fixedTemplates","7","ar_to_en","approved-only","7","72","4","6","4","219","219"
"poolShort-fixedTemplates","7","ar_to_en","approved-only","5","44","1","6","4","266","266"
"poolShort-fixedTemplates","7","ar_to_en","approved-only","4","25","2","4","4","269","269"
"poolShort-fixedTemplates","7","ar_to_en","approved-only","6","3","1","1","1","239","239"
"poolShort-fixedTemplates","9","ar_to_en","compatibility","3","72","8","24","18.5","630","630"
"poolShort-fixedTemplates","9","ar_to_en","compatibility","4","58","1","8","4","279","279"
"poolShort-fixedTemplates","9","ar_to_en","compatibility","5","69","1","7","3","279","279"
"poolShort-fixedTemplates","9","ar_to_en","compatibility","7","21","1","4","2","279","279"
"poolShort-fixedTemplates","9","ar_to_en","compatibility","9","72","4","7","4","279","279"
"poolShort-fixedTemplates","9","ar_to_en","compatibility","8","9","1","2","1","279","279"
"poolShort-fixedTemplates","11","ar_to_en","compatibility","3","72","13","36","19","630","630"
"poolShort-fixedTemplates","11","ar_to_en","compatibility","4","71","2","18","8","217","217"
"poolShort-fixedTemplates","11","ar_to_en","compatibility","5","60","1","14","5","217","217"
"poolShort-fixedTemplates","11","ar_to_en","compatibility","7","42","1","5","1","217","217"
"poolShort-fixedTemplates","11","ar_to_en","compatibility","11","72","4","6","4","217","217"
"poolShort-fixedTemplates","11","ar_to_en","compatibility","6","56","1","8","4","217","217"
"poolShort-fixedTemplates","11","ar_to_en","compatibility","9","11","1","2","1","217","217"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","3","72","13","30","19.5","120","120"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","4","72","1","20","7","269","269"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","5","64","1","12","4","266","266"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","6","64","1","9","4","239","239"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","7","45","1","5","2","219","219"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","11","72","4","6","4","28","28"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","10","2","2","2","2","54","54"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","9","6","1","2","2","78","78"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","3","72","18","47","29","630","630"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","4","72","2","24","9.5","178","178"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","5","68","1","14","6","178","178"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","6","66","1","10","4","178","178"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","7","55","1","6","2","178","178"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","13","72","4","5","4","177","177"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","9","21","1","2","1","178","178"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","8","29","1","6","2","178","178"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","10","2","1","1","1","177","177"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","12","3","1","1","1","177","177"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","3","72","16","46","30","120","120"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","4","70","2","24","8","269","269"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","5","70","1","16","6.5","266","266"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","6","60","1","12","4.5","239","239"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","7","47","1","5","2","219","219"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","13","72","4","6","4","8","8"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","8","36","1","4","1","167","167"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","9","20","1","4","1","78","78"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","2","18","26","52","42","172","172"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","3","18","10","32","15.5","2273","2273"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","4","18","4","15","9.5","173","173"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","5","18","2","9","5","173","173"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","6","15","1","4","2","173","173"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","9","6","1","2","1.5","172","172"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","10","6","1","4","1","172","172"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","13","7","1","3","1","103","103"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","7","12","1","3","1","173","173"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","8","8","1","4","1","173","173"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","11","2","1","1","1","172","172"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","2","18","26","52","42","50","50"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","3","18","10","32","15.5","367","367"
